class_method,endpoint,http_method,scope,auth_required,namespace,access_mode
,/systems/ssm/misc/RebootSystemConfirm.do,GET,W,t,systems.details.reboot,W
,/systems/ssm/misc/RebootSystemConfirm.do,POST,W,t,systems.details.reboot,W
,/manager/systems/ssm/proxy,GET,W,t,systems.details.connection,W
,/systems/ssm/MigrateSystems.do,GET,W,t,systems.details.transfer,W
,/systems/ssm/MigrateSystems.do,POST,W,t,systems.details.transfer,W
,/systems/ssm/DeleteConfirm.do,GET,W,t,systems.details.delete,W
,/systems/ssm/DeleteConfirm.do,POST,W,t,systems.details.delete,W

# Task log
,/ssm/ViewAllLog.do,GET,W,f,systems.ssm,R
,/ssm/ViewAllLog.do,POST,W,f,systems.ssm,R
,/ssm/ViewLog.do,GET,W,f,systems.ssm,R
,/ssm/ViewLog.do,POST,W,f,systems.ssm,R
,/ssm/ViewCompletedLog.do,GET,W,f,systems.ssm,R
,/ssm/ViewCompletedLog.do,POST,W,f,systems.ssm,R
