class_method,endpoint,http_method,scope,auth_required,namespace,access_mode
,/systems/details/packages/RemoveExtraConfirm.do,POST,W,t,systems.software.packages,W
,/systems/details/packages/profiles/ShowProfiles.do,GET,W,t,systems.software.packages.profiles,R
,/systems/details/packages/profiles/ShowProfiles.do,POST,W,t,systems.software.packages.profiles,R
,/systems/details/packages/profiles/CompareProfiles.do,GET,W,t,systems.software.packages.profiles,R
,/systems/details/packages/profiles/Create.do,GET,W,t,systems.software.packages.profiles,W
,/systems/details/packages/profiles/Create.do,POST,W,t,systems.software.packages.profiles,W
,/systems/details/packages/profiles/DeleteProfile.do,GET,W,t,systems.software.packages.profiles,W
,/systems/details/packages/profiles/DeleteProfile.do,POST,W,t,systems.software.packages.profiles,W
,/systems/details/ErrataList.do,GET,W,t,systems.software.patches,R
,/systems/details/ErrataList.do,POST,W,t,systems.software.patches,R
,/systems/details/ErrataConfirm.do,GET,W,t,systems.software.patches,W
,/systems/details/ErrataConfirm.do,POST,W,t,systems.software.patches,W
,/systems/details/SystemChannels.do,GET,W,t,systems.software.channels,R
,/manager/api/systems/:sid/channels,GET,W,t,systems.software.channels,R
,/manager/api/systems/:sid/channels-available-base,GET,W,t,systems.software.channels,R
,/manager/api/systems/:sid/channels/:channelId/accessible-children,GET,W,t,systems.software.channels,R
,/manager/api/admin/mandatoryChannels,POST,W,t,systems.software.channels,R
,/manager/api/systems/:sid/channels,POST,W,t,systems.software.channels,W
,/systems/details/SPMigration.do,GET,W,t,systems.software.migration,W
,/systems/details/SPMigration.do,POST,W,t,systems.software.migration,W

,/manager/systems/details/appstreams,GET,W,t,systems.software.appstreams,R
,/manager/api/appstreams/:channelId/:appstream/packages,GET,W,t,systems.software.appstreams,R
,/manager/api/appstreams/save,POST,W,t,systems.software.appstreams,W

# TODO: CSV download should be split and grouped together with the list namespaces(OR always allow CSV via list page)
# ,/CSVDownloadAction.do,GET,W,t,?,?

# System configuration
,/systems/details/configuration/Overview.do,GET,W,t,systems.config.overview,R
,/systems/details/configuration/ViewCentralPaths.do,GET,W,t,systems.config.files,R
,/systems/details/configuration/ViewCentralPaths.do,POST,W,t,systems.config.files,R
,/systems/details/configuration/DeployFile.do,GET,W,t,systems.config.files,W
,/systems/details/configuration/DeployFileSubmit.do,POST,W,t,systems.config.files,W
,/systems/details/configuration/DeployFileConfirm.do,GET,W,t,systems.config.files,W
,/systems/details/configuration/DeployFileConfirmSubmit.do,POST,W,t,systems.config.files,W
,/systems/details/configuration/DiffFile.do,GET,W,t,systems.config.files,W
,/systems/details/configuration/DiffFileSubmit.do,POST,W,t,systems.config.files,W
,/systems/details/configuration/DiffFileConfirm.do,GET,W,t,systems.config.files,W
,/systems/details/configuration/DiffFileConfirmSubmit.do,POST,W,t,systems.config.files,W
,/systems/details/configuration/ConfigChannelList.do,GET,W,t,systems.config.channels,R
,/systems/details/configuration/ConfigChannelListUnsubscribeSubmit.do,POST,W,t,systems.config.channels,R
,/systems/details/configuration/SubscriptionsSetup.do,GET,W,t,systems.config.channels,W
,/systems/details/configuration/SubscriptionsSubmit.do,POST,W,t,systems.config.channels,W
,/systems/details/configuration/RankChannels.do,GET,W,t,systems.config.channels,R
,/systems/details/configuration/RankChannels.do,POST,W,t,systems.config.channels,W
,/systems/details/configuration/ViewModifyCentralPaths.do,GET,W,t,systems.config.files,R
,/systems/details/configuration/ViewModifyCentralPaths.do,POST,W,t,systems.config.files,R
,/systems/details/configuration/ViewModifyLocalPaths.do,GET,W,t,systems.config.files,R
,/systems/details/configuration/ViewModifyLocalPaths.do,POST,W,t,systems.config.files,R
,/systems/details/configuration/ViewModifySandboxPaths.do,GET,W,t,systems.config.files,R
,/systems/details/configuration/ViewModifySandboxPaths.do,POST,W,t,systems.config.files,R

# System groups
,/systems/details/groups/ListRemove.do,GET,W,t,systems.groups.list,R
,/systems/details/groups/ListRemove.do,POST,W,t,systems.groups.list,R
,/systems/details/groups/Add.do,GET,W,t,systems.groups.join,W
,/systems/details/groups/Add.do,POST,W,t,systems.groups.join,W

# TODO: System audit (openSCAP, coco)

# System states
,/manager/systems/details/highstate,GET,W,t,systems.states.highstate,R
,/manager/api/states/summary,GET,W,t,systems.states.highstate,R
,/manager/api/states/highstate,GET,W,t,systems.states.highstate,R
,/manager/api/states/applyall,POST,W,t,systems.states.highstate,W
,/manager/systems/details/packages,GET,W,t,systems.states.packages,R
,/manager/api/states/packages,GET,W,t,systems.states.packages,R
,/manager/api/states/packages/match,GET,W,t,systems.states.packages,R
,/manager/api/states/packages/save,POST,W,t,systems.states.packages,W
,/manager/api/states/apply,POST,W,t,systems.states.packages,W
,/manager/systems/details/custom,GET,W,t,systems.states.config,R
,/manager/api/states/match,GET,W,t,systems.states.config,R
,/manager/api/states/save,POST,W,t,systems.states.config,W
,/manager/api/states/apply,POST,W,t,systems.states.config,W

# Formulas
,/manager/systems/details/formulas,GET,W,t,systems.formulas,R
,/manager/api/formulas/list/:targetType/:id,GET,W,t,systems.formulas,R
,/manager/systems/details/formula/:formula_id,GET,W,t,systems.formulas,R
,/manager/api/formulas/form/:targetType/:id/:formula_id,GET,W,t,systems.formulas,R
,/manager/api/formulas/select,POST,W,t,systems.formulas,W
,/manager/api/formulas/save,POST,W,t,systems.formulas,W

# Ansible
# TODO: Add/review new endpoints
,/manager/systems/details/ansible/control-node,GET,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/paths/:minionServerId,GET,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/paths/delete,POST,W,t,systems.ansible,W
,/manager/api/systems/details/ansible/paths/save,POST,W,t,systems.ansible,W
,/manager/systems/details/ansible/playbooks,GET,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/paths/:pathType/:minionServerId,GET,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/discover-playbooks/:pathId,GET,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/paths/playbook-contents,POST,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/schedule-playbook,POST,W,t,systems.ansible,W
,/manager/systems/details/ansible/inventories,GET,W,t,systems.ansible,R
,/manager/api/systems/details/ansible/introspect-inventory/:pathId,GET,W,t,systems.ansible,R

# Recurring actions
,/manager/systems/details/recurring-actions,GET,W,t,systems.recurring,R
,/manager/api/recurringactions/:type/:id,GET,W,t,systems.recurring,R
,/manager/api/states/summary,GET,W,t,systems.recurring,W
,/manager/api/recurringactions/states,GET,W,t,systems.recurring,W
,/manager/api/recurringactions/save,POST,W,t,systems.recurring,W
,/manager/api/states/highstate,GET,W,t,systems.recurring,W
,/manager/api/recurringactions/custom/execute,POST,W,t,systems.recurring,W
,/manager/api/recurringactions/:id/details,GET,W,t,systems.recurring,W
,/manager/api/recurringactions/:id/delete,DELETE,W,t,systems.recurring,W

# System Events
,/systems/details/history/Pending.do,GET,W,t,systems.events,R
,/systems/details/history/Pending.do,POST,W,t,systems.events,W
,/systems/details/history/History.do,GET,W,t,systems.events,R
,/systems/details/history/History.do,POST,W,t,systems.events,R
,/systems/details/history/Event.do,GET,W,t,systems.events,R
,/systems/details/history/Event.do,POST,W,t,systems.events,W

# Bootstrapping
,/manager/systems/bootstrap,GET,W,t,systems.bootstrap,W
,/manager/api/systems/bootstrap,POST,W,t,systems.bootstrap,W

# Proxy configuration
,/manager/proxy/container-config,GET,W,t,systems.proxy,W
,/manager/api/proxy/container-config,POST,W,t,systems.proxy,W
,/manager/api/proxy/container-config/:filename,GET,W,t,systems.proxy,W

# Advanced search
,/systems/Search.do,GET,W,t,systems.search,R
,/systems/Search.do,POST,W,t,systems.search,R

# Activation keys
,/activationkeys/List.do,GET,W,t,systems.activation_keys.list,R
,/activationkeys/List.do,POST,W,t,systems.activation_keys.list,R
,/activationkeys/Create.do,GET,W,t,systems.activation_keys.details,W
,/activationkeys/Create.do,POST,W,t,systems.activation_keys.details,W
,/activationkeys/Edit.do,GET,W,t,systems.activation_keys.details,R
,/manager/api/activation-keys/:tid/channels,GET,W,t,systems.activation_keys.details,R
,/manager/api/activation-keys/base-channels,GET,W,t,systems.activation_keys.details,R
,/manager/api/activation-keys/base-channels/:cid/child-channels,GET,W,t,systems.activation_keys.details,R
,/manager/api/admin/mandatoryChannels,POST,W,t,systems.activation_keys.details,R
,/activationkeys/Edit.do,POST,W,t,systems.activation_keys.details,W
,/activationkeys/packages/Packages.do,GET,W,t,systems.activation_keys.packages,R
,/activationkeys/packages/Packages.do,POST,W,t,systems.activation_keys.packages,W
,/activationkeys/configuration/List.do,GET,W,t,systems.activation_keys.config,R
,/activationkeys/configuration/List.do,POST,W,t,systems.activation_keys.config,R
,/activationkeys/configuration/Subscribe.do,GET,W,t,systems.activation_keys.config,W
,/activationkeys/configuration/Subscribe.do,POST,W,t,systems.activation_keys.config,W
,/activationkeys/configuration/Rank.do,GET,W,t,systems.activation_keys.config,W
,/activationkeys/configuration/Rank.do,POST,W,t,systems.activation_keys.config,W
,/activationkeys/groups/List.do,GET,W,t,systems.activation_keys.groups,R
,/activationkeys/groups/List.do,POST,W,t,systems.activation_keys.groups,R
,/activationkeys/groups/Add.do,GET,W,t,systems.activation_keys.groups,W
